comparison,k1_true,k2_true,noise,metric,n,median,ci_low,ci_high
paper-style - paper-matched sequential,0.0,0.0,0,ssim,4,1.1229672747248287e-10,5.1002868595162454e-11,3.7005376540832913e-10
paper-style - paper-matched sequential,0.0,0.0,0,ncc,4,1.859790099700831e-11,7.41606775989112e-12,8.459366540591873e-11
paper-style - paper-matched sequential,0.0,0.0,0,mse,4,-0.0010643670227341283,-0.005947636006410596,-0.0005246189247284592
paper-style - paper-matched sequential,0.0,0.0,0,coverage_fraction,4,0.0,0.0,0.0
paper-style - paper-matched sequential,0.0,0.0,0,distortion_psnr,4,8.155522936077105,2.6401225389370495,16.169136742597487
paper-style - paper-matched sequential,0.0,0.0,0,distortion_ssim,4,1.1229672747248287e-10,5.1002868595162454e-11,3.7005376540832913e-10
paper-style - paper-matched sequential,0.0,0.0,0,distortion_ncc,4,1.859790099700831e-11,7.41606775989112e-12,8.459366540591873e-11
paper-style - paper-matched sequential,0.0,0.0,0,distortion_mse,4,-0.0010643670227341283,-0.005947636006410596,-0.0005246189247284592
paper-style - paper-matched sequential,0.0,0.0,0,distortion_coverage_fraction,4,0.0,0.0,0.0
paper-style - paper-matched sequential,0.0,0.0,0,time_s,4,207.83500000000006,-40.47000000000003,1055.21
paper-style - paper-matched sequential,0.0,0.0,0,iterations,4,24.0,24.0,24.0
paper-style - paper-matched sequential,0.0,0.0,10,k1_err,8,-3.8414579356569344e-07,-5.709094591566339e-07,-2.0923760873988253e-07
paper-style - paper-matched sequential,0.0,0.0,10,k1_signed,8,3.8414579356569344e-07,2.0923760873988253e-07,5.709094591566339e-07
paper-style - paper-matched sequential,0.0,0.0,10,pos_rmse,8,0.0,0.0,0.0
paper-style - paper-matched sequential,0.0,0.0,10,pos_mae,8,0.0,0.0,0.0
paper-style - paper-matched sequential,0.0,0.0,10,pos_max,8,0.0,0.0,0.0
paper-style - paper-matched sequential,0.0,0.0,10,seam_true,8,-2.1350469375618155e-07,-3.33452684176534e-07,-9.301086492663513e-08
paper-style - paper-matched sequential,0.0,0.0,10,seam_est,8,-2.1350469375618155e-07,-3.33452684176534e-07,-9.301086492663513e-08
paper-style - paper-matched sequential,0.0,0.0,10,psnr,8,8.155522936077105,2.6401225389370495,16.169136742597487
paper-style - paper-matched sequential,0.0,0.0,10,ssim,8,1.1229672747248287e-10,5.1002868595162454e-11,3.7005376540832913e-10
paper-style - paper-matched sequential,0.0,0.0,10,ncc,8,1.859790099700831e-11,7.41606775989112e-12,8.459366540591873e-11
paper-style - paper-matched sequential,0.0,0.0,10,mse,8,-0.0010643670227341283,-0.005947636006410596,-0.0005246189247284592
paper-style - paper-matched sequential,0.0,0.0,10,coverage_fraction,8,0.0,0.0,0.0
paper-style - paper-matched sequential,0.0,0.0,10,distortion_psnr,8,8.155522936077105,2.6401225389370495,16.169136742597487
paper-style - paper-matched sequential,0.0,0.0,10,distortion_ssim,8,1.1229672747248287e-10,5.1002868595162454e-11,3.7005376540832913e-10
paper-style - paper-matched sequential,0.0,0.0,10,distortion_ncc,8,1.859790099700831e-11,7.41606775989112e-12,8.459366540591873e-11
paper-style - paper-matched sequential,0.0,0.0,10,distortion_mse,8,-0.0010643670227341283,-0.005947636006410596,-0.0005246189247284592
paper-style - paper-matched sequential,0.0,0.0,10,distortion_coverage_fraction,8,0.0,0.0,0.0
paper-style - paper-matched sequential,0.0,0.0,10,time_s,8,29.909999999999997,11.870000000000005,1538.6200000000001
paper-style - paper-matched sequential,0.0,0.0,10,iterations,8,24.0,24.0,24.0
paper-style - paper-matched sequential,0.008,0.0,0,k1_err,4,-0.0025974228826611233,-0.003553287497897229,-0.0018222297722994517
paper-style - paper-matched sequential,0.008,0.0,0,k1_signed,4,0.0025974228826611233,0.0018222297722994517,0.003553287497897229
paper-style - paper-matched sequential,0.008,0.0,0,pos_rmse,4,-3.139142396191679,-5.438933592894266,-1.5091007636619844
paper-style - paper-matched sequential,0.008,0.0,0,pos_mae,4,-1.666666666666667,-3.0,-0.8333333333333335
paper-style - paper-matched sequential,0.008,0.0,0,pos_max,4,-3.0,-5.0,-2.0
paper-style - paper-matched sequential,0.008,0.0,0,seam_true,4,-0.0024772487837235557,-0.0030339858665580366,-0.0010939780185370562
paper-style - paper-matched sequential,0.008,0.0,0,seam_est,4,-0.00018497470133663305,-0.0003925467030295234,0.00022507193739108953
paper-style - paper-matched sequential,0.008,0.0,0,psnr,4,3.242069777264188,1.48915657582301,6.543464546215098
paper-style - paper-matched sequential,0.008,0.0,0,ssim,4,0.006843162173592099,0.003206833899599859,0.013606176432600536
paper-style - paper-matched sequential,0.008,0.0,0,ncc,4,0.008836246877472698,0.005739556708553195,0.012848938566908386
paper-style - paper-matched sequential,0.008,0.0,0,mse,4,-598112.1161360969,-900374.7793230851,-276188.7311084138
paper-style - paper-matched sequential,0.008,0.0,0,coverage_fraction,4,0.0,-0.0002504139025193419,0.0
paper-style - paper-matched sequential,0.008,0.0,0,distortion_psnr,4,4.689783022799883,3.2536793612435133,8.043327281871719
paper-style - paper-matched sequential,0.008,0.0,0,distortion_ssim,4,0.001521575084657889,0.0007521323073799158,0.004475119146614137
paper-style - paper-matched sequential,0.008,0.0,0,distortion_ncc,4,0.0003965402665286333,0.00025085689849513315,0.0012705306612298406
paper-style - paper-matched sequential,0.008,0.0,0,distortion_mse,4,-26914.183407801487,-89162.9418602871,-12057.47850948608
paper-style - paper-matched sequential,0.008,0.0,0,distortion_coverage_fraction,4,0.0,0.0,0.0
paper-style - paper-matched sequential,0.008,0.0,0,time_s,4,233.25499999999997,23.710000000000036,1676.1100000000001
paper-style - paper-matched sequential,0.008,0.0,0,iterations,4,24.0,24.0,24.0
paper-style - paper-matched sequential,0.008,0.0,10,k1_err,8,-0.0024981200753571514,-0.003553287497897229,-0.0018222297722994517
paper-style - paper-matched sequential,0.008,0.0,10,k1_signed,8,0.0024981200753571514,0.0018222297722994517,0.003553287497897229
paper-style - paper-matched sequential,0.008,0.0,10,pos_rmse,8,-3.3532861318574483,-5.438933592894266,-1.5091007636619844
paper-style - paper-matched sequential,0.008,0.0,10,pos_mae,8,-1.7777777777777777,-3.0,-0.8333333333333335
paper-style - paper-matched sequential,0.008,0.0,10,pos_max,8,-4.0,-5.0,-2.0
paper-style - paper-matched sequential,0.008,0.0,10,seam_true,8,-0.0023177298284498874,-0.0030339858665580366,-0.0010939780185370562
paper-style - paper-matched sequential,0.008,0.0,10,seam_est,8,-0.00018842308519708968,-0.0003925467030295234,2.0202275482678967e-05
paper-style - paper-matched sequential,0.008,0.0,10,psnr,8,3.535300458044489,1.48915657582301,6.543464546215098
paper-style - paper-matched sequential,0.008,0.0,10,ssim,8,0.007283955969961231,0.003206833899599859,0.013606176432600536
