ablation,case,crop_id,seed,k1_true,k2_true,noise,method,status,k1_err,k1_signed,pos_rmse,pos_mae,pos_max,seam_true,seam_est,psnr,ssim,ncc,mse,coverage_fraction,distortion_psnr,distortion_ssim,distortion_ncc,distortion_mse,distortion_coverage_fraction,time_s,iterations,pre_rmse,pre_mae,at_bound
feedback_iterations,c1_s2026_k1_m0.0080_noise_00,1,2026,-0.008,0.0,0,dcs_paper_iter_5,ok,0.004494726833133371,0.004494726833133371,10.36018017861337,5.777777777777778,12.0,0.005893375820347095,0.0030793340656424645,30.964186637883046,0.967795696686652,0.9475200150949983,3439758.4305270985,0.9915470916296131,50.97187902322969,0.9976379358230784,0.9994741603951977,34336.71195055196,1.0,315.01,5,14.247806848775006,7.833333333333333,False
feedback_iterations,c1_s2026_k1_m0.0080_noise_00,1,2026,-0.008,0.0,0,dcs_paper_style,ok,0.0025289784637208155,0.0025289784637208155,5.773502691896258,3.2222222222222223,7.0,0.003618775086296616,0.001781680900448858,34.66293391022587,0.9827564864046748,0.977573383201775,1467753.8103844444,0.9953322272906252,55.354974968929255,0.9988960839602706,0.9998083360271848,12515.526111495927,1.0,610.95,25,14.247806848775006,7.833333333333333,False
feedback_iterations,c1_s2026_k1_m0.0080_noise_10,1,2026,-0.008,0.0,10,dcs_paper_iter_1,ok,0.0070485185309248,0.0070485185309248,14.487542541400487,7.944444444444445,16.0,0.008881384462270391,0.003704349752295408,28.736498919429614,0.9530774348427568,0.912471876725257,5745088.399974549,0.9880261858105697,47.67522901186548,0.9961178148384715,0.9988766109791496,73353.98402221683,1.0,263.33,1,14.487542541400487,7.944444444444445,False
feedback_iterations,c1_s2026_k1_m0.0080_noise_10,1,2026,-0.008,0.0,10,dcs_paper_iter_10,ok,0.0036122835313178456,0.0036122835313178456,7.859884081701064,4.333333333333333,10.0,0.0048883982827766445,0.0024443928729133597,32.769252975803425,0.975994086513113,0.9653420060610184,2269976.2322849515,0.9935653701175046,52.65731241895452,0.9982058874560529,0.9996432866683447,23292.460390700016,1.0,408.17,10,14.487542541400487,7.944444444444445,False
feedback_iterations,c1_s2026_k1_m0.0080_noise_10,1,2026,-0.008,0.0,10,dcs_paper_iter_2,ok,0.006263393216304441,0.006263393216304441,13.707256796634725,7.611111111111111,15.0,0.008096535749638575,0.0037477361035895707,29.11732227965398,0.955952473171949,0.9197903772330003,5262769.869135331,0.9887804497548822,48.48583746271185,0.996567456928514,0.9990678971802418,60864.332190834895,1.0,282.51,2,14.487542541400487,7.944444444444445,False
feedback_iterations,c1_s2026_k1_m0.0080_noise_10,1,2026,-0.008,0.0,10,dcs_paper_iter_5,ok,0.004777366834928826,0.004777366834928826,10.181682899534175,5.611111111111111,12.0,0.00625596131960217,0.003141973425115418,31.017082478921264,0.9683370918265762,0.9481568954157589,3398117.248246459,0.9915515530267269,50.50329251029288,0.9974596366976715,0.9994142472892713,38248.75967668039,1.0,332.76,5,14.487542541400487,7.944444444444445,False
feedback_iterations,c1_s2026_k1_m0.0080_noise_10,1,2026,-0.008,0.0,10,dcs_paper_style,ok,0.0027320694186969323,0.0027320694186969323,5.32290647422377,2.9444444444444446,6.0,0.0038655736850761457,0.0016595163729201806,35.08949109927379,0.9839153869520676,0.9796699096953154,1330446.7519460975,0.9955817776969289,54.770956905531776,0.9987692321212274,0.9997807483046507,14316.963474191034,1.0,626.84,25,14.487542541400487,7.944444444444445,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_00,1,2026,0.0,0.0,0,dcs_paper_iter_1,ok,7.06288856404917e-07,-7.06288856404917e-07,0.0,0.0,0.0,1.1740984181760104e-07,1.1740984181760104e-07,131.3946728914061,0.9999999999677346,0.9999999999952314,0.0003115152545241445,1.0,131.3946728914061,0.9999999999677346,0.9999999999952314,0.0003115152545241445,1.0,263.62,1,0.0,0.0,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_00,1,2026,0.0,0.0,0,dcs_paper_iter_10,ok,1.2576228594808247e-06,-1.2576228594808247e-06,0.0,0.0,0.0,7.52110744028231e-07,7.52110744028231e-07,122.01953422653703,0.9999999997205938,0.999999999958708,0.0026976970987678483,1.0,122.01953422653703,0.9999999997205938,0.999999999958708,0.0026976970987678483,1.0,388.61,10,0.0,0.0,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_00,1,2026,0.0,0.0,0,dcs_paper_iter_2,ok,1.0940063924641477e-06,-1.0940063924641477e-06,0.0,0.0,0.0,5.231861152123226e-07,5.231861152123226e-07,124.0543991597726,0.9999999998260317,0.9999999999741577,0.0016885218758131257,1.0,124.0543991597726,0.9999999998260317,0.9999999999741577,0.0016885218758131257,1.0,267.34,2,0.0,0.0,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_00,1,2026,0.0,0.0,0,dcs_paper_iter_5,ok,1.390731730234186e-06,-1.390731730234186e-06,0.0,0.0,0.0,9.364403748130001e-07,9.364403748130001e-07,120.50717690539909,0.9999999996102825,0.9999999999415222,0.0038214564705801083,1.0,120.50717690539909,0.9999999996102825,0.9999999999415222,0.0038214564705801083,1.0,308.88,5,0.0,0.0,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_00,1,2026,0.0,0.0,0,dcs_paper_style,ok,1.0675245962478611e-06,-1.0675245962478611e-06,0.0,0.0,0.0,4.953483563434353e-07,4.953483563434353e-07,124.43823028852916,0.9999999998402788,0.9999999999763487,0.001545694204904198,1.0,124.43823028852916,0.9999999998402788,0.9999999999763487,0.001545694204904198,1.0,632.24,25,0.0,0.0,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_10,1,2026,0.0,0.0,10,dcs_paper_iter_1,ok,7.06288856404917e-07,-7.06288856404917e-07,0.0,0.0,0.0,1.1740984181760104e-07,1.1740984181760104e-07,131.3946728914061,0.9999999999677346,0.9999999999952314,0.0003115152545241445,1.0,131.3946728914061,0.9999999999677346,0.9999999999952314,0.0003115152545241445,1.0,265.56,1,0.0,0.0,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_10,1,2026,0.0,0.0,10,dcs_paper_iter_10,ok,1.2576228594808247e-06,-1.2576228594808247e-06,0.0,0.0,0.0,7.52110744028231e-07,7.52110744028231e-07,122.01953422653703,0.9999999997205938,0.999999999958708,0.0026976970987678483,1.0,122.01953422653703,0.9999999997205938,0.999999999958708,0.0026976970987678483,1.0,415.88,10,0.0,0.0,False
feedback_iterations,c1_s2026_k1_p0.0000_noise_10,1,2026,0.0,0.0,10,dcs_paper_iter_2,ok,1.0940063924641477e-06,-1.0940063924641477e-06,0.0,0.0,0.0,5.231861152123226e-07,5.231861152123226e-07,124.0543991597726,0.9999999998260317,0.9999999999741577,0.0016885218758131257,1.0,124.0543991597726,0.9999999998260317,0.9999999999741577,0.0016885218758131257,1.0,284.36,2,0.0,0.0,False
