case,crop_id,seed,k1_true,k2_true,noise,method,status,protocol_version,mi_quantization,warp_backend,k1_err,k1_signed,pos_rmse,pos_mae,pos_max,seam_true,seam_est,psnr,ssim,ncc,mse,coverage_fraction,distortion_psnr,distortion_ssim,distortion_ncc,distortion_mse,distortion_coverage_fraction,time_s,iterations,pre_rmse,pre_mae,at_bound
c1_s2027_k1_p0.0080_noise_10,1,2027,0.008,0.0,10,dcs_paper_style,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,0.0035339654651101874,-0.0035339654651101874,7.31057073315377,4.055555555555555,8.0,0.004601681429455949,0.002033101388012416,35.93115454892127,0.9828773357857995,0.9831743054832524,1096051.9842673568,0.9998753687128841,53.1452885727856,0.9983456365849668,0.9996811974205742,20816.981212319184,1.0,736.36,25,13.824294235551815,7.666666666666667,False
c2_s2026_k1_m0.0080_noise_00,2,2026,-0.008,0.0,0,sequential_paper_matched,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,0.005570034875777809,0.005570034875777809,9.38083151964686,5.111111111111111,11.0,0.005328336071346128,0.0016381583936643628,35.31007009700241,0.9744787117802193,0.9821388031926056,1264560.4587353577,0.992178163447169,50.6605644681925,0.9972113741110168,0.9994779851123942,36888.429065575845,1.0,734.39,1,12.905640455070625,7.055555555555555,False
c2_s2026_k1_m0.0080_noise_00,2,2026,-0.008,0.0,0,dcs_paper_style,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,0.0027391599381706338,0.0027391599381706338,5.686240703077327,3.1666666666666665,7.0,0.0029703202024349597,0.0013415575741578028,38.85444242593769,0.984696799489945,0.9921000618477507,559116.5722137067,0.9953280537255832,56.02233835078099,0.9989209654609325,0.999848174931233,10732.793472321204,1.0,760.44,25,12.905640455070625,7.055555555555555,False
c2_s2026_k1_m0.0080_noise_10,2,2026,-0.008,0.0,10,sequential_paper_matched,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,0.005570034875777809,0.005570034875777809,9.38083151964686,5.111111111111111,11.0,0.005328336071346128,0.0016381583936643628,35.31007009700241,0.9744787117802193,0.9821388031926056,1264560.4587353577,0.992178163447169,50.6605644681925,0.9972113741110168,0.9994779851123942,36888.429065575845,1.0,796.28,1,12.905640455070625,7.055555555555555,False
c2_s2026_k1_m0.0080_noise_10,2,2026,-0.008,0.0,10,dcs_paper_style,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,0.0027391599381706338,0.0027391599381706338,5.686240703077327,3.1666666666666665,7.0,0.0029703202024349597,0.0013415575741578028,38.85444242593769,0.984696799489945,0.9921000618477507,559116.5722137067,0.9953280537255832,56.02233835078099,0.9989209654609325,0.999848174931233,10732.793472321204,1.0,804.25,25,12.905640455070625,7.055555555555555,False
c2_s2026_k1_p0.0000_noise_00,2,2026,0.0,0.0,0,sequential_paper_matched,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,9.119637974762979e-07,-9.119637974762979e-07,0.0,0.0,0.0,1.1189687388474296e-07,1.1189687388474296e-07,128.71003164234614,0.9999999999440509,0.9999999999918242,0.0005780207688109772,1.0,128.71003164234614,0.9999999999440509,0.9999999999918242,0.0005780207688109772,1.0,793.09,1,0.0,0.0,False
c2_s2026_k1_p0.0000_noise_00,2,2026,0.0,0.0,0,dcs_paper_style,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,5.662349112227742e-07,-5.662349112227742e-07,0.0,0.0,0.0,1.8886008958107836e-08,1.8886008958107836e-08,139.05390353104312,0.9999999999950537,0.9999999999992403,5.3401844082518e-05,1.0,139.05390353104312,0.9999999999950537,0.9999999999992403,5.3401844082518e-05,1.0,752.62,25,0.0,0.0,False
c2_s2026_k1_p0.0000_noise_10,2,2026,0.0,0.0,10,sequential_paper_matched,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,9.119637974762979e-07,-9.119637974762979e-07,0.0,0.0,0.0,1.1189687388474296e-07,1.1189687388474296e-07,128.71003164234614,0.9999999999440509,0.9999999999918242,0.0005780207688109772,1.0,128.71003164234614,0.9999999999440509,0.9999999999918242,0.0005780207688109772,1.0,802.01,1,0.0,0.0,False
c2_s2026_k1_p0.0000_noise_10,2,2026,0.0,0.0,10,dcs_paper_style,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,5.662349112227742e-07,-5.662349112227742e-07,0.0,0.0,0.0,1.8886008958107836e-08,1.8886008958107836e-08,139.05390353104312,0.9999999999950537,0.9999999999992403,5.3401844082518e-05,1.0,139.05390353104312,0.9999999999950537,0.9999999999992403,5.3401844082518e-05,1.0,790.94,25,0.0,0.0,False
c2_s2026_k1_p0.0080_noise_00,2,2026,0.008,0.0,0,sequential_paper_matched,ok,2026-08-11-rigorous-v12,"{""algorithm"": ""MiniBatchKMeans"", ""batch_size"": 10000, ""max_iter"": 300, ""random_seed"": 1000}",torch_grid_sample_bicubic,0.0057005491553196825,-0.0057005491553196825,9.128709291752768,5.0,10.0,0.005255206660884447,0.001386166023370005,36.84705247975409,0.9794916038304977,0.987462463420048,887649.1868306375,1.0,50.73920579333242,0.997261319783293,0.9994883052695048,36226.47090650084,1.0,358.51,1,12.797569213634977,7.0,False
