comparison,k1_true,k2_true,noise,metric,n,median,ci_low,ci_high
5 iterations - 25 iterations,0.008,0.0,10,pos_mae,8,1.8055555555555554,0.9444444444444442,3.2777777777777777
5 iterations - 25 iterations,0.008,0.0,10,pos_max,8,4.0,2.0,6.0
5 iterations - 25 iterations,0.008,0.0,10,seam_true,8,0.0012465552192579615,0.00047796738763099776,0.0019465257044651643
5 iterations - 25 iterations,0.008,0.0,10,seam_est,8,0.0009258489474651103,0.00015710631022825515,0.0013944877777499634
5 iterations - 25 iterations,0.008,0.0,10,psnr,8,-3.2256673120750534,-6.804310445613794,-1.6369481951312466
5 iterations - 25 iterations,0.008,0.0,10,ssim,8,-0.007345416067569832,-0.013851884728383723,-0.00342868239125782
5 iterations - 25 iterations,0.008,0.0,10,ncc,8,-0.010456112216960467,-0.015254994362349561,-0.006431494062712817
5 iterations - 25 iterations,0.008,0.0,10,mse,8,735735.361851615,309123.7766537075,990826.8709111155
5 iterations - 25 iterations,0.008,0.0,10,coverage_fraction,8,0.0,0.0,2.878320718435745e-07
5 iterations - 25 iterations,0.008,0.0,10,distortion_psnr,8,-2.6147248024338943,-5.945910433217044,-1.6460416632116193
5 iterations - 25 iterations,0.008,0.0,10,distortion_ssim,8,-0.0007924436474711083,-0.0027123538449078666,-0.00033960083041173483
5 iterations - 25 iterations,0.008,0.0,10,distortion_ncc,8,-0.00019601631920307394,-0.00069299083496277,-0.00010365815223833952
5 iterations - 25 iterations,0.008,0.0,10,distortion_mse,8,13222.700615396661,4982.271755715194,48653.564033101546
5 iterations - 25 iterations,0.008,0.0,10,distortion_coverage_fraction,8,0.0,0.0,0.0
5 iterations - 25 iterations,0.008,0.0,10,time_s,8,-371.605,-813.39,-297.69500000000005
5 iterations - 25 iterations,0.008,0.0,10,iterations,8,-20.0,-20.0,-20.0
10 iterations - 25 iterations,-0.008,0.0,0,k1_err,4,0.000651251128500686,0.00035724979422430483,0.0008190336846318523
10 iterations - 25 iterations,-0.008,0.0,0,k1_signed,4,0.000651251128500686,0.00035724979422430483,0.0008190336846318523
10 iterations - 25 iterations,-0.008,0.0,0,pos_rmse,4,1.8095810524591536,1.3612174675446642,2.012597804816103
10 iterations - 25 iterations,-0.008,0.0,0,pos_mae,4,0.9722222222222221,0.7777777777777781,1.166666666666667
10 iterations - 25 iterations,-0.008,0.0,0,pos_max,4,2.0,2.0,2.0
10 iterations - 25 iterations,-0.008,0.0,0,seam_true,4,0.0004698246248264848,0.00032524158240318946,0.0009725996585654116
10 iterations - 25 iterations,-0.008,0.0,0,seam_est,4,0.0004948907121854033,0.00025594753419985045,0.0008798713354687413
10 iterations - 25 iterations,-0.008,0.0,0,psnr,4,-1.8508712316856517,-1.8795687950101723,-1.5948061594373826
10 iterations - 25 iterations,-0.008,0.0,0,ssim,4,-0.0053300287151827885,-0.006047336238007683,-0.0038023377404856618
10 iterations - 25 iterations,-0.008,0.0,0,ncc,4,-0.006207988199743886,-0.011711488381429547,-0.0035045379032047075
10 iterations - 25 iterations,-0.008,0.0,0,mse,4,362007.90549598145,248086.82475205907,768009.9918991579
10 iterations - 25 iterations,-0.008,0.0,0,coverage_fraction,4,-0.001513133201774819,-0.001642081969968734,-0.001006260923227087
10 iterations - 25 iterations,-0.008,0.0,0,distortion_psnr,4,-1.641409578006808,-2.119933592635533,-0.9718618216841151
10 iterations - 25 iterations,-0.008,0.0,0,distortion_ssim,4,-0.0003841043202548744,-0.0005195788938144874,-0.0003070573030804491
10 iterations - 25 iterations,-0.008,0.0,0,distortion_ncc,4,-9.871795877258727e-05,-0.00012061643839744729,-5.405252547008299e-05
10 iterations - 25 iterations,-0.008,0.0,0,distortion_mse,4,5982.188702256575,3819.084587558589,7875.659127205368
10 iterations - 25 iterations,-0.008,0.0,0,distortion_coverage_fraction,4,0.0,0.0,0.0
10 iterations - 25 iterations,-0.008,0.0,0,time_s,4,-418.5450000000001,-1443.3199999999997,-225.61000000000007
10 iterations - 25 iterations,-0.008,0.0,0,iterations,4,-15.0,-15.0,-15.0
10 iterations - 25 iterations,-0.008,0.0,10,k1_err,8,0.000651251128500686,0.00035724979422430483,0.0008190336846318523
10 iterations - 25 iterations,-0.008,0.0,10,k1_signed,8,0.000651251128500686,0.00035724979422430483,0.0008190336846318523
10 iterations - 25 iterations,-0.008,0.0,10,pos_rmse,8,1.8095810524591536,1.3612174675446642,2.012597804816103
10 iterations - 25 iterations,-0.008,0.0,10,pos_mae,8,0.9722222222222221,0.7777777777777781,1.166666666666667
10 iterations - 25 iterations,-0.008,0.0,10,pos_max,8,2.0,2.0,2.0
10 iterations - 25 iterations,-0.008,0.0,10,seam_true,8,0.0004698246248264848,0.00032524158240318946,0.0009725996585654116
10 iterations - 25 iterations,-0.008,0.0,10,seam_est,8,0.0004948907121854033,0.00025594753419985045,0.0008798713354687413
10 iterations - 25 iterations,-0.008,0.0,10,psnr,8,-1.8740154233512456,-1.8795687950101723,-1.5948061594373826
10 iterations - 25 iterations,-0.008,0.0,10,ssim,8,-0.0053300287151827885,-0.006047336238007683,-0.0038023377404856618
10 iterations - 25 iterations,-0.008,0.0,10,ncc,8,-0.006207988199743886,-0.011711488381429547,-0.0035045379032047075
10 iterations - 25 iterations,-0.008,0.0,10,mse,8,362007.90549598145,248086.82475205907,768009.9918991579
10 iterations - 25 iterations,-0.008,0.0,10,coverage_fraction,8,-0.001513133201774819,-0.001642081969968734,-0.001006260923227087
10 iterations - 25 iterations,-0.008,0.0,10,distortion_psnr,8,-1.641409578006808,-2.1136444865772575,-0.9718618216841151
10 iterations - 25 iterations,-0.008,0.0,10,distortion_ssim,8,-0.0003841043202548744,-0.0005195788938144874,-0.0003070573030804491
10 iterations - 25 iterations,-0.008,0.0,10,distortion_ncc,8,-9.871795877258727e-05,-0.00012061643839744729,-5.405252547008299e-05
10 iterations - 25 iterations,-0.008,0.0,10,distortion_mse,8,5982.188702256575,3819.084587558589,7875.659127205368
10 iterations - 25 iterations,-0.008,0.0,10,distortion_coverage_fraction,8,0.0,0.0,0.0
10 iterations - 25 iterations,-0.008,0.0,10,time_s,8,-357.295,-836.3099999999997,-264.21
10 iterations - 25 iterations,-0.008,0.0,10,iterations,8,-15.0,-15.0,-15.0
10 iterations - 25 iterations,0.0,0.0,0,k1_err,4,3.2008476054426346e-07,1.9009826323296354e-07,4.424847664239814e-07
10 iterations - 25 iterations,0.0,0.0,0,k1_signed,4,-3.2008476054426346e-07,-4.424847664239814e-07,-1.9009826323296354e-07
10 iterations - 25 iterations,0.0,0.0,0,pos_rmse,4,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,0,pos_mae,4,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,0,pos_max,4,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,0,seam_true,4,1.652252864629839e-07,6.015139269316426e-08,3.555591397488857e-07
10 iterations - 25 iterations,0.0,0.0,0,seam_est,4,1.652252864629839e-07,6.015139269316426e-08,3.555591397488857e-07
10 iterations - 25 iterations,0.0,0.0,0,psnr,4,-7.156787444487648,-12.701013504830371,-2.4186960619921223
10 iterations - 25 iterations,0.0,0.0,0,ssim,4,-8.125600192698812e-11,-3.916219570854196e-10,-2.9666158418706345e-11
10 iterations - 25 iterations,0.0,0.0,0,ncc,4,-1.2611633959380697e-11,-8.96208662837239e-11,-4.164557587671425e-12
10 iterations - 25 iterations,0.0,0.0,0,mse,4,0.0007583160801992257,0.0002959903121481253,0.006301507549259581
10 iterations - 25 iterations,0.0,0.0,0,coverage_fraction,4,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,0,distortion_psnr,4,-7.156787444487648,-12.701013504830371,-2.4186960619921223
10 iterations - 25 iterations,0.0,0.0,0,distortion_ssim,4,-8.125600192698812e-11,-3.916219570854196e-10,-2.9666158418706345e-11
10 iterations - 25 iterations,0.0,0.0,0,distortion_ncc,4,-1.2611633959380697e-11,-8.96208662837239e-11,-4.164557587671425e-12
10 iterations - 25 iterations,0.0,0.0,0,distortion_mse,4,0.0007583160801992257,0.0002959903121481253,0.006301507549259581
10 iterations - 25 iterations,0.0,0.0,0,distortion_coverage_fraction,4,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,0,time_s,4,-342.05,-506.55999999999995,-243.63
10 iterations - 25 iterations,0.0,0.0,0,iterations,4,-15.0,-15.0,-15.0
10 iterations - 25 iterations,0.0,0.0,10,k1_err,8,3.2008476054426346e-07,1.9009826323296354e-07,4.424847664239814e-07
10 iterations - 25 iterations,0.0,0.0,10,k1_signed,8,-3.2008476054426346e-07,-4.424847664239814e-07,-1.9009826323296354e-07
10 iterations - 25 iterations,0.0,0.0,10,pos_rmse,8,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,10,pos_mae,8,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,10,pos_max,8,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,10,seam_true,8,1.652252864629839e-07,6.015139269316426e-08,3.555591397488857e-07
10 iterations - 25 iterations,0.0,0.0,10,seam_est,8,1.652252864629839e-07,6.015139269316426e-08,3.555591397488857e-07
10 iterations - 25 iterations,0.0,0.0,10,psnr,8,-7.156787444487648,-12.701013504830371,-2.4186960619921223
10 iterations - 25 iterations,0.0,0.0,10,ssim,8,-8.125600192698812e-11,-3.916219570854196e-10,-2.9666158418706345e-11
10 iterations - 25 iterations,0.0,0.0,10,ncc,8,-1.2611633959380697e-11,-8.96208662837239e-11,-4.164557587671425e-12
10 iterations - 25 iterations,0.0,0.0,10,mse,8,0.0007583160801992257,0.0002959903121481253,0.006301507549259581
10 iterations - 25 iterations,0.0,0.0,10,coverage_fraction,8,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,10,distortion_psnr,8,-7.156787444487648,-12.701013504830371,-2.4186960619921223
10 iterations - 25 iterations,0.0,0.0,10,distortion_ssim,8,-8.125600192698812e-11,-3.916219570854196e-10,-2.9666158418706345e-11
10 iterations - 25 iterations,0.0,0.0,10,distortion_ncc,8,-1.2611633959380697e-11,-8.96208662837239e-11,-4.164557587671425e-12
10 iterations - 25 iterations,0.0,0.0,10,distortion_mse,8,0.0007583160801992257,0.0002959903121481253,0.006301507549259581
10 iterations - 25 iterations,0.0,0.0,10,distortion_coverage_fraction,8,0.0,0.0,0.0
10 iterations - 25 iterations,0.0,0.0,10,time_s,8,-322.865,-800.8300000000002,-221.75
10 iterations - 25 iterations,0.0,0.0,10,iterations,8,-15.0,-15.0,-15.0
10 iterations - 25 iterations,0.008,0.0,0,k1_err,4,0.0004455753892923012,3.897856195230701e-05,0.0009373616293298992
10 iterations - 25 iterations,0.008,0.0,0,k1_signed,4,-0.0004455753892923012,-0.0009373616293298992,-3.897856195230701e-05
10 iterations - 25 iterations,0.008,0.0,0,pos_rmse,4,1.0958970873163412,0.10895617226455112,2.6726246174670885
10 iterations - 25 iterations,0.008,0.0,0,pos_mae,4,0.6111111111111112,0.05555555555555536,1.5
10 iterations - 25 iterations,0.008,0.0,0,pos_max,4,1.0,0.0,3.0
10 iterations - 25 iterations,0.008,0.0,0,seam_true,4,0.00035765657842005386,2.492658429729261e-05,0.0008925043674932807
10 iterations - 25 iterations,0.008,0.0,0,seam_est,4,0.00019133568624127935,-3.895984926149455e-05,0.0006000616929030321
10 iterations - 25 iterations,0.008,0.0,0,psnr,4,-1.3155985116532989,-3.84272768357652,-0.09586726570832838
10 iterations - 25 iterations,0.008,0.0,0,ssim,4,-0.002275420820664953,-0.006733095843721171,-0.0002808702075293157
10 iterations - 25 iterations,0.008,0.0,0,ncc,4,-0.0019458938739109755,-0.005198135988473962,-0.0003138727302075539
10 iterations - 25 iterations,0.008,0.0,0,mse,4,136013.04634429704,15071.44135974918,364724.94576570555
10 iterations - 25 iterations,0.008,0.0,0,coverage_fraction,4,0.0,0.0,0.0
10 iterations - 25 iterations,0.008,0.0,0,distortion_psnr,4,-1.0734544660419694,-3.0671717207107534,-0.08514874573606335
10 iterations - 25 iterations,0.008,0.0,0,distortion_ssim,4,-0.0002519483446535853,-0.001034631082898252,-1.721062941606455e-05
10 iterations - 25 iterations,0.008,0.0,0,distortion_ncc,4,-4.549690293381703e-05,-0.00024254407831281188,-4.884554591244594e-06
10 iterations - 25 iterations,0.008,0.0,0,distortion_mse,4,3202.6549775303884,234.74144709696884,17032.628001584806
10 iterations - 25 iterations,0.008,0.0,0,distortion_coverage_fraction,4,0.0,0.0,0.0
10 iterations - 25 iterations,0.008,0.0,0,time_s,4,-293.335,-995.4200000000003,-186.75999999999993
10 iterations - 25 iterations,0.008,0.0,0,iterations,4,-15.0,-15.0,-15.0
10 iterations - 25 iterations,0.008,0.0,10,k1_err,8,0.0003642610974096271,4.254543683799173e-05,0.0009373616293298992
10 iterations - 25 iterations,0.008,0.0,10,k1_signed,8,-0.0003642610974096271,-0.0009373616293298992,-4.254543683799173e-05
10 iterations - 25 iterations,0.008,0.0,10,pos_rmse,8,0.9320523593067755,0.1280671349866962,2.6726246174670885
10 iterations - 25 iterations,0.008,0.0,10,pos_mae,8,0.5277777777777779,0.05555555555555536,1.5
10 iterations - 25 iterations,0.008,0.0,10,pos_max,8,1.5,0.0,3.0
10 iterations - 25 iterations,0.008,0.0,10,seam_true,8,0.00030731551216341027,2.492658429729261e-05,0.0008925043674932807
10 iterations - 25 iterations,0.008,0.0,10,seam_est,8,0.0002667475490275151,-3.895984926149455e-05,0.0006000616929030321
10 iterations - 25 iterations,0.008,0.0,10,psnr,8,-1.0905859270406069,-3.84272768357652,-0.09586726570832838
10 iterations - 25 iterations,0.008,0.0,10,ssim,8,-0.0019790116283409653,-0.006733095843721171,-0.0003148715984403472
10 iterations - 25 iterations,0.008,0.0,10,ncc,8,-0.001949238082581517,-0.005198135988473962,-0.0003138727302075539
10 iterations - 25 iterations,0.008,0.0,10,mse,8,136141.2459333995,15071.44135974918,364724.94576570555
10 iterations - 25 iterations,0.008,0.0,10,coverage_fraction,8,0.0,0.0,1.439160359772984e-07
10 iterations - 25 iterations,0.008,0.0,10,distortion_psnr,8,-0.815727371189702,-3.0671717207107534,-0.0932886615871169
10 iterations - 25 iterations,0.008,0.0,10,distortion_ssim,8,-0.00021218207715956172,-0.001034631082898252,-1.721062941606455e-05
10 iterations - 25 iterations,0.008,0.0,10,distortion_ncc,8,-4.290056905470463e-05,-0.00024254407831281188,-4.884554591244594e-06
10 iterations - 25 iterations,0.008,0.0,10,distortion_mse,8,2957.680034670452,234.74144709696884,17032.628001584806
10 iterations - 25 iterations,0.008,0.0,10,distortion_coverage_fraction,8,0.0,0.0,0.0
10 iterations - 25 iterations,0.008,0.0,10,time_s,8,-295.355,-674.4799999999999,-191.47500000000002
10 iterations - 25 iterations,0.008,0.0,10,iterations,8,-15.0,-15.0,-15.0
